who_am_i,Cluster
i like talkies,3
i like to get awards for being a good student,2
i like to get awards for being a good student,2
i am boy,4
i am a summer/spring person,1
i am a summer/spring person,1
i am level 5000 in fortnite.,4
i am a 6th grader.,4
i am a 6th grader.,4
i am a 6th grader.,4
i like to play volleyball,0
i like to play volleyball,0
i like the beaches,3
my name is [first name] but my nickname is [nickname].,4
i will be 6 feet or taller,4
my favorite shoes is jordans,4
i speak english,4
i speak english,4
my favorite season is summer,4
i like hanging out with friends,0
i like hanging out with friends,0
i like soda,3
i am a student and a soccer player,2
i am a student and a soccer player,2
my favorite color is pink,4
i hate everyone but my mom and sisters and bothers,4
i hate everyone but my mom and sisters and bothers,4
i love school,0
i love school,0
i play basket ball for fun,4
i am someone who loves watermelon and mango,4
i love fried rice,0
i'm smart,4
i understand vietnamese,4
i understand vietnamese,4
i like ja morent and lebron james,3
i am [last name].,4
i am a fighting type game liker,4
i am a fighting type game liker,4
i am [first name].,4
i like makeup.,0
i like makeup.,0
i am someone who likes milkshakes.,4
i am kind,4
i am not fond of computer work.,4
i am not fond of computer work.,4
i am a brother,4
i am a brother,4
a website creator,4
i am a sister,4
i am a sister,4
i am 11,4
i am a human,4
i love my family,0
i love my family,0
i am from [city],4
i like to do beach ball,0
i like to do beach ball,0
i like cares,3
i am somebody that has trouble paying attention.,4
i am size 4 in shoes,4
i am [last name] .,4
i run track,4
i like drawing,0
i like drawing,0
i am haitian and russian.,4
italian,4
i like my sis,3
i like my sis,3
i like science,0
i like science,0
i like birds,3
i like to watch horror and thriller movies,0
i like to watch horror and thriller movies,0
i am motivated,4
i am someone loves walking with my friends,4
i am someone loves walking with my friends,4
"i love my best friend, shes half of my cousin",0
"i love my best friend, shes half of my cousin",0
"i love my best friend, shes half of my cousin",0
i like cheetahs,3
i am haitian,4
i have black hair,4
i like to be explained why i am wrong.,0
i like to be explained why i am wrong.,0
i am a person who kind of likes work,1
i am a person who kind of likes work,1
i am 12 years old.,4
i am tall,4
i like to watch miraculous ladybug.,0
i like to watch miraculous ladybug.,0
i am fast,4
i'm not a supporter of lgtbq.,4
i am [first name].,4
i am someone who sometimes speaks another language at home but is not fluent at it,4
i am someone who sometimes speaks another language at home but is not fluent at it,4
loyal,4
im a soccer player,4
i am a nike merchant,4
im european,4
i am a risktaker,4
i not like social studie,0
i not like social studie,0
i like to swim,0
i like to swim,0
i like reading,0
i like reading,0
i like to be cozy,3
i am someone who likes to play jepordy,4
i am someone who likes to play jepordy,4
i am a haitian american,4
i am a haitian american,4
an artist,4
i can write in other langues,4
i wanna be a docter,4
i like pink,0
i'm a neat looking person,1
i like the waterslides,3
i speak fluent yapanness.,4
i like doing matha,0
i like doing matha,0
i'm a brown eyed person,1
i'm a brown eyed person,1
a student,2
i have brown eyes,4
i try to have good grades,4
i try to have good grades,4
i try to have good grades,4
i am babysitter,4
i love my phone and being on it.,0
i love my phone and being on it.,0
i like the color pink.,0
cape verdan,4
i am myself.,4
i like gym,0
i like gym,0
i am a student,2
i have 9555 coins on math stream,4
i have 2 step brothers,4
i play softball,4
im am male,4
i am a helping person,1
i am a helping person,1
im an only child,4
im an only child,4
i am the youngest child,4
i am a respectfully person,1
i am a respectfully person,1
im a 12 year old north student,4
im a 12 year old north student,4
i like when they give rewards,3
i like to listen to music when i'm sad,0
i like to listen to music when i'm sad,0
i like to listen to music when i'm sad,0
im responsible,4
i am someone that want to go to waterwizz.,4
i am a gamer.,4
i like doritoes,3
i dont like school.,0
i dont like school.,0
i love jewlery,0
i love jewlery,0
i like basketball,0
i like basketball,0
my middle name is [middle name],4
my favorite vegetable is cucumber with salt,4
i like food,0
i like to travel,0
i like to travel,0
i am asthmatic.,4
i am someone with perseverance.,4
i like space,0
i like space,0
i play basketball,4
i am the oldest child,4
i'm short,4
i want to be a professional basketball player,4
i want to be a professional basketball player,4
i am someone who likes to read,4
i am someone who likes to read,4
l'm kind to my friends,4
l'm kind to my friends,4
i like wingstop,0
i like carnegie learning,0
i like carnegie learning,0
i am kind,4
last but not least i am a tall person,1
i am a taki's lover,4
aia also like english.,0
aia also like english.,0
bye,4
bad at math,4
i am in the [city] all city honors chorus.,4
a respectful person,1
a respectful person,1
i am a person that like to do road trip,1
i am a person that like to do road trip,1
i am a person that like to do road trip,1
i am funny,4
i'm a soccer player,4
i like to go to the pool,0
i like to go to the pool,0
i'm in the sixth grade.,4
i'm in the sixth grade.,4
i'm in the sixth grade.,4
i am good at math,4
i am a cousin,4
nice,4
a skibidi,4
i like physical education,0
i like physical education,0
i like to write essay,0
i like to write essay,0
i like learning,0
i like learning,0
i am a student,2
i play volleyball for fun,4
i used to do ballet,4
i am a nwe soccer players,4
i am 11 years old girl.,4
i am 11 years old girl.,4
i been to cape verde,4
i like math,0
i like math,0
i like to read,0
i like to read,0
i like ice cream,0
i like dogs,0
i am a teen.,4
i have five cousin,4
i am a female. i was born a female.,4
i am bad at math.,4
im 12 yrs old,4
i walk to school,4
"i don't like math, but i don't dislike it either.",0
"i don't like math, but i don't dislike it either.",0
i am romantic,4
i'm a football player,4
i like carnegie,3
i like carnegie,3
im a sister,4
im a sister,4
im a sister,4
if i understand something i will do the best that i can to do it right.,4
i like to fanum tax.,3
i like to fanum tax.,3
a basketball,4
i have 3 sister's,4
a emotional person,1
a emotional person,1
i am [first name],4
[first last name],4
i am a student.,2
i have really good grades,4
i have really good grades,4
i have really good grades,4
i am a student,2
i am a 6th,4
i am someone who likes swimming,4
i am someone who likes swimming,4
i like to sleep,0
i like to sleep,0
tik tok user,4
"math, and everything else",0
i like to read and listen to music,0
i like to read and listen to music,0
i speak creole.,4
i speak creole.,4
my favorite candy is recces candy,4
i am a student,2
i am a big brother,4
i am a big brother,4
i like my friends,0
i like my friends,0
fornite player (sometimes),4
i am someone who has not gotten a write-up this year.,4
middle class,4
i am a sweet person,1
i am a sweet person,1
i am nice,4
i love tiktok,0
i love tiktok,0
i am in 8th grade. i am a student at a middle school.,2
i am in 8th grade. i am a student at a middle school.,2
i am in 8th grade. i am a student at a middle school.,2
i like leanard divince,3
i am a person who likes sports,1
i am a person who likes sports,1
my idol is lamar jackson,4
i have straight hair,4
4.8 feed,4
i look like my mom,0
i look like my mom,0
caring,4
[first name],4
i have long hair,4
i only speak english,4
i am helpful,4
"i like to be quiet, but talk if i have a friend",0
"i like to be quiet, but talk if i have a friend",0
"i like to be quiet, but talk if i have a friend",0
bestfriend,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i play volleyball,4
i am a tall,4
i love drawing,0
i love drawing,0
i like the color pink,0
grateful,4
i'm somebody who loves there family,4
i'm somebody who loves there family,4
i am sweet,4
i am a dancer,4
i am extremely scared of the ocean and rivers,4
i hang out with friends,4
i hang out with friends,4
eenglish,4
i like watching spooky scary sunday,0
i like watching spooky scary sunday,0
i have trobule focusing and understanding certain things.,4
bye,4
i'm 12,4
i'm brazilian.,4
"a nickname i am called is [nickname], but do not call me [nickname] if we are not very close!!",4
i am someone with 20/20 vision,4
i am kind,4
i love money,0
an wip a+ student,2
an wip a+ student,2
i have good grades,4
i have good grades,4
i have good grades,4
im a supportive friend,4
im a supportive friend,4
i like to cook and bake.,0
i like to cook and bake.,0
i am a person who loves my two brothers.,1
i am a person who loves my two brothers.,1
i am a person who loves my two brothers.,1
i am a student,2
frank ocean fan,4
im not good at math,4
i like walking,0
learn spanish sense my family speak it,4
learn spanish sense my family speak it,4
learn spanish sense my family speak it,4
i love the color purple,0
i an a 6th grader,4
i an a 6th grader,4
i have curly hair.,4
i love sports,0
i'm jamaican,4
i love math.,0
i love math.,0
i like rocks,3
i am 12 years old.,4
i like summer,0
im in 6th grade,4
im in 6th grade,4
i am a 6th grader.,4
i am a 6th grader.,4
kind,4
i like field trips.,3
i like money,0
i live in [city],4
i'm good at writing,4
my favorite anime is jujutsu kisen,4
respectful,4
im in band,4
i'm a food lover.,4
i love running,0
i love running,0
i'm friendly,4
[first name],4
i not like my grades,0
i not like my grades,0
i am a boy,4
i like to write,0
i like to write,0
i love money,0
my favorite color is black and green,4
i am someone that loves dogs.,4
i am a smart person,1
i am a smart person,1
im chief keef,4
i like shoes,0
i am from africa,4
i am a catcher on my softball team.,4
take a chinese class,4
i like to have parties.,3
i like alfrado,3
i like learning about pemdas,0
i like learning about pemdas,0
i love rihanna,0
i am a soccer lover,4
i am a soccer player.,4
steudent,4
my type hair is 4c hair,4
i am smart,4
i like to silly draw,0
i like to silly draw,0
athlete,4
i like football,0
i like football,0
im a,4
my favorite pet is a dog,4
i am smart,4
i know how to cook spaghetti,4
i dance,4
im a dreadhead,4
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
i love mcdonalds and wendys and dairy queen and sonics,0
idiot,4
i like to got to funz,0
i like to got to funz,0
i am someone who loves cape verde,4
[first last name],4
i like recesses,3
i'm nonchalant,4
i am portuguese and cape verden,4
i have a cat,4
i am a happy guy,4
i am a happy guy,4
i like shool,3
my favorite drink is a mango smoothy,4
i am a girl.,0
trustworthy,4
i like to make stories about culture and research things about that culture.,0
i like to make stories about culture and research things about that culture.,0
i am a lovely,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i like games,0
